project_id,project_name,department,status,start_date,end_date,budget,actual_cost,project_manager_id,priority,region,budget_variance,is_over_budget,duration_days,budget_utilisation_pct,status_category,risk_level
PRJ0307,Data Lake Implementation - Q4 #307,Data Science,On Hold,2024-12-15,,150000.0,59632.0,EMP0007,Medium,Abu Dhabi,-90368.0,False,,39.754666666666665,Pending,Low
PRJ0308,Legacy System Decommission Phase 3 #308,Sales,Completed,2022-03-24,2022-08-15,350000.0,279329.0,EMP0050,Critical,Abu Dhabi,-70671.0,False,144.0,79.80828571428572,Closed,High
PRJ0309,HR System Upgrade Phase 2 #309,IT,Not Started,,,200000.0,0.0,EMP0119,Medium,Abu Dhabi,-200000.0,False,,0.0,Pending,Low
PRJ0310,Compliance Monitoring Phase 3 #310,IT,In Progress,2023-06-17,,120000.0,118329.0,EMP0830,Medium,Dubai,-1671.0,False,,98.6075,Active,Medium
PRJ0311,Predictive Maintenance #311,Legal,Not Started,,,500000.0,0.0,EMP0551,High,Abu Dhabi,-500000.0,False,,0.0,Pending,Medium
PRJ0312,Real-time Analytics Engine Phase 3 #312,Sales,Completed,2024-04-01,2024-12-31,200000.0,215310.0,EMP0353,High,Abu Dhabi,15310.0,True,274.0,107.655,Closed,High
PRJ0313,Citizen Services Portal Phase 2 #313,Engineering,In Progress,2022-08-30,,120000.0,79752.0,EMP0513,Low,Dubai,-40248.0,False,,66.46,Active,Low
PRJ0314,Legacy System Decommission Phase 3 #314,Marketing,In Progress,2024-09-13,,800000.0,676742.0,EMP0768,High,Dubai,-123258.0,False,,84.59275000000001,Active,Medium
PRJ0315,Recommendation System Phase 2 #315,Digital,Completed,2024-01-16,2024-06-04,800000.0,571914.0,EMP0073,Low,Dubai,-228086.0,False,140.0,71.48925,Closed,Low
PRJ0316,Knowledge Management Portal Phase 2 #316,Digital,Completed,2024-03-25,2025-06-29,500000.0,434883.0,EMP0969,Medium,Ras Al Khaimah,-65117.0,False,461.0,86.9766,Closed,Low
PRJ0317,Performance Analytics Phase 2 #317,Engineering,Not Started,,,0.0,0.0,EMP0283,Medium,Dubai,0.0,False,,,Pending,Low
PRJ0318,Mobile Workforce App #318,IT,In Progress,2024-10-11,,350000.0,400534.0,EMP0851,Medium,Abu Dhabi,50534.0,True,,114.43828571428573,Active,High
PRJ0319,Smart City Infrastructure Phase 3 #319,Marketing,Completed,2022-01-06,2022-04-29,1200000.0,1275528.0,EMP0588,Medium,Abu Dhabi,75528.0,True,113.0,106.294,Closed,High
PRJ0320,Resource Scheduling Tool - Q3 #320,Sustainability,On Hold,2024-09-18,,150000.0,34572.0,EMP0860,High,Dubai,-115428.0,False,,23.048,Pending,Medium
PRJ0321,Recommendation System - Q3 #321,Engineering,In Progress,2022-02-06,,800000.0,762873.0,EMP0936,Low,Dubai,-37127.0,False,,95.359125,Active,Medium
PRJ0322,Contract Lifecycle Management Phase 2 #322,HR,Not Started,,,0.0,0.0,EMP0294,Medium,Dubai,0.0,False,,,Pending,Low
PRJ0323,HR System Upgrade Phase 3 #323,Legal,In Progress,2024-12-22,,200000.0,124865.0,EMP0977,Medium,Abu Dhabi,-75135.0,False,,62.432500000000005,Active,Low
PRJ0324,Performance Analytics #324,Finance,Completed,2025-01-24,2025-10-24,50000.0,45052.0,EMP0861,High,Dubai,-4948.0,False,273.0,90.104,Closed,Medium
PRJ0325,Customer Feedback Platform - Q1 #325,Marketing,In Progress,2025-02-05,,350000.0,373731.0,EMP0259,Critical,Abu Dhabi,23731.0,True,,106.78028571428572,Active,High
PRJ0326,Recommendation System Phase 2 #326,Sustainability,Completed,2022-01-30,2023-03-16,800000.0,518244.0,EMP0776,Medium,Dubai,-281756.0,False,410.0,64.78049999999999,Closed,Low
PRJ0327,AI Forecasting Engine Phase 3 #327,IT,Completed,2023-06-11,2024-03-09,120000.0,137228.0,EMP0226,High,Abu Dhabi,17228.0,True,272.0,114.35666666666664,Closed,High
PRJ0328,Geo-spatial Intelligence Phase 3 #328,Sustainability,Completed,2022-05-21,2022-08-28,120000.0,134871.0,EMP0007,Critical,Abu Dhabi,14871.0,True,99.0,112.3925,Closed,High
PRJ0329,IoT Sensor Network Phase 2 #329,Data Science,Completed,2023-11-23,2024-03-24,2000000.0,2119199.0,EMP0927,Medium,Dubai,119199.0,True,122.0,105.95995,Closed,High
PRJ0330,Tax Automation Platform #330,HR,Completed,2023-12-25,2024-05-23,800000.0,867168.0,EMP0635,Critical,Dubai,67168.0,True,150.0,108.396,Closed,High
PRJ0331,Master Data Management #331,IT,In Progress,2022-11-25,,2000000.0,2178261.0,EMP0619,Medium,Ajman,178261.0,True,,108.91305,Active,High
PRJ0332,Geo-spatial Intelligence #332,HR,Not Started,,,200000.0,0.0,EMP0117,High,Dubai,-200000.0,False,,0.0,Pending,Medium
PRJ0333,Risk Assessment Framework Phase 2 #333,Operations,Completed,2024-09-17,2025-12-17,80000.0,94854.0,EMP0883,Medium,Dubai,14854.0,True,456.0,118.5675,Closed,High
PRJ0334,IoT Sensor Network - Q4 #334,Legal,In Progress,2024-01-26,,200000.0,227996.0,EMP0046,Medium,Abu Dhabi,27996.0,True,,113.998,Active,High
PRJ0335,ERP Consolidation Phase 3 #335,Sales,In Progress,2022-01-16,,500000.0,558602.0,EMP0096,Low,Abu Dhabi,58602.0,True,,111.7204,Active,High
PRJ0336,Compliance Monitoring Phase 2 #336,Digital,Completed,2025-02-03,2026-04-10,500000.0,335925.0,EMP0965,Low,Dubai,-164075.0,False,431.0,67.18499999999999,Closed,Low
PRJ0337,Identity Management Upgrade Phase 3 #337,Sustainability,Not Started,,,0.0,0.0,EMP0118,Low,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0338,Procurement Digitalisation - Q3 #338,IT,In Progress,2024-04-23,,80000.0,94806.0,EMP0409,Low,Abu Dhabi,14806.0,True,,118.5075,Active,High
PRJ0339,Customer Feedback Platform #339,Engineering,On Hold,2024-12-29,,0.0,0.0,EMP0148,Critical,Dubai,0.0,False,,,Pending,High
PRJ0340,AI Forecasting Engine #340,Data Science,On Hold,2023-11-22,,0.0,0.0,EMP0203,High,Dubai,0.0,False,,,Pending,Medium
PRJ0341,Internal Audit Digitisation #341,Finance,In Progress,2025-01-31,,2000000.0,2295567.0,EMP0089,High,Dubai,295567.0,True,,114.77835,Active,High
PRJ0342,Workflow Automation Phase 3 #342,Data Science,Not Started,,,100000.0,0.0,EMP0358,Critical,Abu Dhabi,-100000.0,False,,0.0,Pending,High
PRJ0343,Energy Optimisation Platform Phase 3 #343,Procurement,In Progress,2022-05-21,,80000.0,93551.0,EMP0686,Low,Sharjah,13551.0,True,,116.93875,Active,High
PRJ0344,HR System Upgrade Phase 3 #344,Legal,Completed,2023-06-26,2023-11-14,2000000.0,2274029.0,EMP0273,Low,Abu Dhabi,274029.0,True,141.0,113.70145,Closed,High
PRJ0345,Predictive Healthcare #345,Digital,In Progress,2022-09-17,,120000.0,125126.0,EMP0977,Critical,Dubai,5126.0,True,,104.27166666666668,Active,High
PRJ0346,Contract Lifecycle Management Phase 3 #346,Marketing,Completed,2023-01-20,2023-11-28,2000000.0,1485494.0,EMP0486,Medium,Dubai,-514506.0,False,312.0,74.27470000000001,Closed,Low
PRJ0347,Regulatory Compliance Tool Phase 3 #347,IT,Completed,2024-04-22,2025-09-30,350000.0,266565.0,EMP0728,Critical,Abu Dhabi,-83435.0,False,526.0,76.16142857142857,Closed,High
PRJ0348,Contract Lifecycle Management - Q3 #348,Engineering,On Hold,2023-07-15,,300000.0,92216.0,EMP0674,Medium,Dubai,-207784.0,False,,30.738666666666663,Pending,Low
PRJ0349,Network Security Overhaul Phase 2 #349,Procurement,In Progress,2023-05-27,,50000.0,51937.0,EMP0815,Medium,Ras Al Khaimah,1937.0,True,,103.874,Active,High
PRJ0350,Carbon Footprint Tracker #350,Sales,In Progress,2022-08-15,,50000.0,42400.0,EMP0391,Medium,Abu Dhabi,-7600.0,False,,84.8,Active,Low
PRJ0351,Recommendation System Phase 3 #351,HR,On Hold,2024-06-15,,300000.0,69907.0,EMP0224,Critical,Abu Dhabi,-230093.0,False,,23.302333333333333,Pending,High
PRJ0352,Vendor Portal Phase 2 #352,Sales,Not Started,,,200000.0,0.0,EMP0569,Critical,Abu Dhabi,-200000.0,False,,0.0,Pending,High
PRJ0353,Knowledge Management Portal - Q1 #353,Digital,In Progress,2022-05-03,,1200000.0,1097483.0,EMP0226,Medium,Sharjah,-102517.0,False,,91.45691666666669,Active,Medium
PRJ0354,Executive Dashboard Phase 3 #354,IT,Completed,2022-01-29,2022-11-27,2000000.0,1278354.0,EMP0517,Medium,Dubai,-721646.0,False,302.0,63.9177,Closed,Low
PRJ0355,Crisis Response System Phase 3 #355,Digital,On Hold,,,600000.0,99701.0,EMP0143,Low,Abu Dhabi,-500299.0,False,,16.616833333333332,Pending,Low
PRJ0356,Document Management System Phase 2 #356,Sustainability,Completed,2022-10-24,2023-02-17,350000.0,361460.0,EMP0605,Medium,Abu Dhabi,11460.0,True,116.0,103.27428571428572,Closed,High
PRJ0357,Energy Optimisation Platform - Q3 #357,Engineering,In Progress,2022-08-08,,200000.0,227853.0,EMP0284,High,Dubai,27853.0,True,,113.9265,Active,High
PRJ0358,Energy Optimisation Platform - Q2 #358,Sustainability,In Progress,2022-02-10,,500000.0,530547.0,EMP0919,High,Dubai,30547.0,True,,106.1094,Active,High
PRJ0359,Smart City Infrastructure Phase 2 #359,IT,In Progress,2023-09-20,,800000.0,600560.0,EMP0950,Medium,Abu Dhabi,-199440.0,False,,75.07000000000001,Active,Low
PRJ0360,Risk Assessment Framework #360,Legal,Completed,2023-02-06,2024-07-05,200000.0,158965.0,EMP0387,Medium,Dubai,-41035.0,False,515.0,79.4825,Closed,Low
PRJ0361,Data Lake Implementation - Q3 #361,Operations,Completed,2025-02-25,2025-05-04,80000.0,52953.0,EMP0148,Medium,Sharjah,-27047.0,False,68.0,66.19125,Closed,Low
PRJ0362,Fleet Management System - Q4 #362,Sustainability,On Hold,,,600000.0,189317.0,EMP0248,High,Abu Dhabi,-410683.0,False,,31.552833333333336,Pending,Medium
PRJ0363,AI Forecasting Engine Phase 3 #363,Engineering,On Hold,2023-10-15,,600000.0,220758.0,EMP0102,Medium,Abu Dhabi,-379242.0,False,,36.793,Pending,Low
PRJ0364,Network Security Overhaul Phase 3 #364,Marketing,Completed,2023-05-09,2023-07-30,1200000.0,1216077.0,EMP0632,Medium,Dubai,16077.0,True,82.0,101.33975,Closed,High
PRJ0365,Recommendation System - Q1 #365,Operations,Completed,2023-11-09,2024-02-28,80000.0,72177.0,EMP0252,Critical,Abu Dhabi,-7823.0,False,111.0,90.22125,Closed,High
PRJ0366,Performance Analytics Phase 3 #366,Digital,Completed,2022-12-03,2023-02-14,80000.0,95073.0,EMP0661,Low,Abu Dhabi,15073.0,True,73.0,118.84125,Closed,High
PRJ0367,Employee Wellness App Phase 2 #367,Procurement,In Progress,2023-01-03,,200000.0,219273.0,EMP0220,Low,Dubai,19273.0,True,,109.6365,Active,High
PRJ0368,Energy Optimisation Platform Phase 2 #368,Marketing,In Progress,2022-08-30,,200000.0,163997.0,EMP0894,Critical,Abu Dhabi,-36003.0,False,,81.99849999999999,Active,High
PRJ0369,Resource Scheduling Tool Phase 2 #369,Procurement,In Progress,2022-11-22,,1200000.0,992222.0,EMP0192,Medium,Dubai,-207778.0,False,,82.68516666666666,Active,Low
PRJ0370,Resource Scheduling Tool #370,Data Science,Completed,2023-03-10,2023-06-15,120000.0,101883.0,EMP0494,Medium,Dubai,-18117.0,False,97.0,84.9025,Closed,Low
PRJ0371,Carbon Footprint Tracker - Q3 #371,IT,Not Started,,,500000.0,0.0,EMP0656,Medium,Abu Dhabi,-500000.0,False,,0.0,Pending,Low
PRJ0372,Employee Wellness App Phase 3 #372,HR,In Progress,2023-03-15,,50000.0,35888.0,EMP0333,Medium,Dubai,-14112.0,False,,71.776,Active,Low
PRJ0373,Internal Audit Digitisation Phase 2 #373,Engineering,In Progress,2024-12-28,,80000.0,74883.0,EMP0444,Critical,Dubai,-5117.0,False,,93.60375,Active,High
PRJ0374,Visual Analytics Suite #374,Sustainability,In Progress,2023-04-20,,120000.0,89314.0,EMP0060,Medium,Dubai,-30686.0,False,,74.42833333333333,Active,Low
PRJ0375,Customer Portal Redesign #375,HR,Completed,2022-07-11,2023-01-19,350000.0,279735.0,EMP0147,High,Abu Dhabi,-70265.0,False,192.0,79.92428571428572,Closed,Medium
PRJ0376,Document Management System Phase 2 #376,Operations,Completed,2022-07-03,2023-05-24,120000.0,116988.0,EMP0079,Medium,Dubai,-3012.0,False,325.0,97.49,Closed,Medium
PRJ0377,Internal Audit Digitisation - Q3 #377,IT,Completed,2023-11-23,2024-02-06,50000.0,52964.0,EMP0927,Low,Dubai,2964.0,True,75.0,105.928,Closed,High
PRJ0378,Data Platform Modernisation #378,HR,In Progress,2022-06-16,,80000.0,81021.0,EMP0563,Critical,Abu Dhabi,1021.0,True,,101.27625,Active,High
PRJ0379,Data Lake Implementation #379,Sales,Completed,2022-02-22,2023-04-26,120000.0,143165.0,EMP0360,Medium,Abu Dhabi,23165.0,True,428.0,119.30416666666666,Closed,High
PRJ0380,Real-time Analytics Engine Phase 3 #380,Finance,In Progress,2025-01-22,,120000.0,115225.0,EMP0674,Medium,Abu Dhabi,-4775.0,False,,96.02083333333331,Active,Medium
PRJ0381,Compliance Monitoring Phase 2 #381,IT,Not Started,,,0.0,0.0,EMP0733,High,Abu Dhabi,0.0,False,,,Pending,Medium
PRJ0382,Tax Automation Platform - Q1 #382,Digital,In Progress,2022-04-11,,50000.0,49861.0,EMP0272,Medium,Dubai,-139.0,False,,99.722,Active,Medium
PRJ0383,Internal Audit Digitisation Phase 3 #383,Sustainability,In Progress,2024-02-13,,80000.0,59318.0,EMP0169,High,Dubai,-20682.0,False,,74.1475,Active,Medium
PRJ0384,Identity Management Upgrade #384,HR,In Progress,2022-12-15,,800000.0,830207.0,EMP0640,High,Dubai,30207.0,True,,103.775875,Active,High
PRJ0385,Supply Chain Automation Phase 2 #385,Operations,Completed,2025-02-17,2025-12-09,500000.0,535956.0,EMP0028,High,Dubai,35956.0,True,295.0,107.1912,Closed,High
PRJ0386,Compliance Monitoring Phase 2 #386,Data Science,In Progress,2022-04-07,,80000.0,89532.0,EMP0284,High,Abu Dhabi,9532.0,True,,111.915,Active,High
PRJ0387,MLOps Platform Phase 3 #387,Sales,Completed,2022-12-30,2023-12-05,1200000.0,1078882.0,EMP0277,Medium,Abu Dhabi,-121118.0,False,340.0,89.90683333333334,Closed,Low
PRJ0388,Geo-spatial Intelligence #388,Legal,In Progress,2022-11-14,,80000.0,54792.0,EMP0447,High,Abu Dhabi,-25208.0,False,,68.49,Active,Medium
PRJ0389,Cloud Migration Phase 1 - Q3 #389,Finance,In Progress,2023-05-13,,800000.0,843110.0,EMP0138,Medium,Dubai,43110.0,True,,105.38875000000002,Active,High
PRJ0390,Compliance Monitoring Phase 2 #390,Data Science,In Progress,2023-05-31,,80000.0,70174.0,EMP0051,High,Abu Dhabi,-9826.0,False,,87.7175,Active,Medium
PRJ0391,Smart Building System Phase 2 #391,HR,On Hold,2023-10-25,,0.0,0.0,EMP0207,Medium,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0392,Resource Scheduling Tool Phase 3 #392,Sustainability,Completed,2023-08-25,2024-01-30,50000.0,50059.0,EMP0545,Medium,Abu Dhabi,59.0,True,158.0,100.118,Closed,High
PRJ0393,Carbon Footprint Tracker #393,Operations,Completed,2024-01-25,2024-07-26,2000000.0,2036887.0,EMP0601,Medium,Ajman,36887.0,True,183.0,101.84435,Closed,High
PRJ0394,Mobile Workforce App - Q2 #394,Marketing,Not Started,,,0.0,0.0,EMP0817,Medium,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0395,Smart Building System Phase 3 #395,Operations,In Progress,2023-03-19,,200000.0,236367.0,EMP0980,Medium,Dubai,36367.0,True,,118.1835,Active,High
PRJ0396,Knowledge Management Portal #396,Legal,Completed,2022-10-17,2024-02-01,80000.0,52322.0,EMP0841,High,Dubai,-27678.0,False,472.0,65.4025,Closed,Medium
PRJ0397,Recommendation System #397,Marketing,On Hold,,,0.0,0.0,EMP0748,High,Dubai,0.0,False,,,Pending,Medium
PRJ0398,Procurement Digitalisation Phase 3 #398,Operations,In Progress,2024-04-12,,50000.0,51700.0,EMP0092,Critical,Dubai,1700.0,True,,103.4,Active,High
PRJ0399,Real-time Analytics Engine Phase 3 #399,Legal,In Progress,2024-10-22,,800000.0,853878.0,EMP0850,Critical,Sharjah,53878.0,True,,106.73475,Active,High
PRJ0400,Smart City Infrastructure Phase 2 #400,Engineering,On Hold,,,0.0,0.0,EMP0382,High,Abu Dhabi,0.0,False,,,Pending,Medium
PRJ0401,Procurement Digitalisation Phase 2 #401,Procurement,Completed,2024-08-25,2025-09-15,1200000.0,909998.0,EMP0320,High,Dubai,-290002.0,False,386.0,75.83316666666666,Closed,Medium
PRJ0402,Recommendation System #402,Marketing,Completed,2024-03-13,2024-11-16,500000.0,340177.0,EMP0065,Low,Dubai,-159823.0,False,248.0,68.0354,Closed,Low
PRJ0403,Network Security Overhaul #403,Sustainability,In Progress,2023-04-19,,800000.0,734346.0,EMP0392,High,Dubai,-65654.0,False,,91.79325,Active,Medium
PRJ0404,Geo-spatial Intelligence Phase 2 #404,IT,Not Started,,,0.0,0.0,EMP0239,High,Dubai,0.0,False,,,Pending,Medium
PRJ0405,Customer Portal Redesign - Q2 #405,Finance,In Progress,2024-05-06,,80000.0,52426.0,EMP0046,High,Sharjah,-27574.0,False,,65.5325,Active,Medium
PRJ0406,Legacy System Decommission - Q2 #406,Procurement,In Progress,2024-01-22,,50000.0,53340.0,EMP0387,Medium,Sharjah,3340.0,True,,106.68,Active,High
PRJ0407,Performance Analytics #407,Sustainability,Completed,2022-08-27,2023-11-12,120000.0,102709.0,EMP0029,Critical,Sharjah,-17291.0,False,442.0,85.59083333333334,Closed,High
PRJ0408,Supply Chain Automation Phase 3 #408,Legal,Completed,2022-07-01,2023-10-22,50000.0,41588.0,EMP0815,Medium,Abu Dhabi,-8412.0,False,478.0,83.176,Closed,Low
PRJ0409,Visual Analytics Suite #409,IT,Completed,2023-06-05,2024-11-05,500000.0,406738.0,EMP0974,Medium,Dubai,-93262.0,False,519.0,81.3476,Closed,Low
PRJ0410,Performance Analytics - Q1 #410,Sales,Not Started,,,500000.0,0.0,EMP0768,Critical,Dubai,-500000.0,False,,0.0,Pending,High
PRJ0411,Compliance Monitoring Phase 3 #411,Procurement,On Hold,,,300000.0,110672.0,EMP0008,High,Ajman,-189328.0,False,,36.89066666666667,Pending,Medium
PRJ0412,IoT Sensor Network Phase 3 #412,Finance,In Progress,2025-01-31,,2000000.0,1363794.0,EMP0058,Medium,Dubai,-636206.0,False,,68.1897,Active,Low
PRJ0413,Master Data Management #413,Data Science,Completed,2024-07-13,2025-08-30,50000.0,48170.0,EMP0059,Medium,Ajman,-1830.0,False,413.0,96.34,Closed,Medium
PRJ0414,API Gateway Modernisation Phase 3 #414,Finance,Completed,2022-02-02,2023-04-03,1200000.0,1434163.0,EMP0679,High,Abu Dhabi,234163.0,True,425.0,119.51358333333332,Closed,High
PRJ0415,Disaster Recovery Setup - Q4 #415,Sales,In Progress,2025-02-05,,1200000.0,784551.0,EMP0605,Medium,Dubai,-415449.0,False,,65.37925,Active,Low
PRJ0416,Asset Tracking System Phase 2 #416,IT,In Progress,2022-07-30,,350000.0,214467.0,EMP0588,Critical,Dubai,-135533.0,False,,61.27628571428572,Active,High
PRJ0417,Regulatory Compliance Tool Phase 2 #417,Data Science,In Progress,2023-04-02,,350000.0,373910.0,EMP0925,Critical,Abu Dhabi,23910.0,True,,106.83142857142856,Active,High
PRJ0418,MLOps Platform - Q1 #418,Marketing,Completed,2025-02-16,2025-12-15,120000.0,100655.0,EMP0128,Medium,Abu Dhabi,-19345.0,False,302.0,83.87916666666668,Closed,Low
PRJ0419,Data Platform Modernisation Phase 2 #419,Procurement,In Progress,2025-02-24,,200000.0,182399.0,EMP0247,Medium,Dubai,-17601.0,False,,91.1995,Active,Medium
PRJ0420,Asset Tracking System Phase 2 #420,Sales,Not Started,,,200000.0,0.0,EMP0985,Low,Abu Dhabi,-200000.0,False,,0.0,Pending,Low
PRJ0421,Contract Lifecycle Management Phase 2 #421,Procurement,Completed,2024-06-08,2025-01-28,50000.0,46477.0,EMP0931,Low,Dubai,-3523.0,False,234.0,92.954,Closed,Medium
PRJ0422,ERP Consolidation - Q2 #422,Sales,In Progress,2025-02-01,,800000.0,754998.0,EMP0393,Medium,Abu Dhabi,-45002.0,False,,94.37475,Active,Medium
PRJ0423,Fleet Management System - Q1 #423,Legal,In Progress,2022-10-26,,200000.0,216867.0,EMP0360,High,Ajman,16867.0,True,,108.4335,Active,High
PRJ0424,Geo-spatial Intelligence Phase 3 #424,Operations,Completed,2024-03-27,2025-02-27,120000.0,89323.0,EMP0942,High,Dubai,-30677.0,False,337.0,74.43583333333333,Closed,Medium
PRJ0425,Carbon Footprint Tracker #425,IT,Completed,2023-04-04,2023-06-03,50000.0,50031.0,EMP0599,Medium,Abu Dhabi,31.0,True,60.0,100.062,Closed,High
PRJ0426,Vendor Portal #426,Data Science,Not Started,,,500000.0,0.0,EMP0224,Low,Dubai,-500000.0,False,,0.0,Pending,Low
PRJ0427,Master Data Management #427,Engineering,On Hold,2023-02-27,,300000.0,37209.0,EMP0746,High,Sharjah,-262791.0,False,,12.403,Pending,Medium
PRJ0428,Identity Management Upgrade - Q1 #428,Legal,Completed,2024-12-04,2025-05-13,1200000.0,1182292.0,EMP0742,Low,Dubai,-17708.0,False,160.0,98.52433333333332,Closed,Medium
PRJ0429,Predictive Maintenance Phase 3 #429,Engineering,Not Started,,,500000.0,0.0,EMP0318,Medium,Abu Dhabi,-500000.0,False,,0.0,Pending,Low
PRJ0430,Crisis Response System - Q2 #430,Legal,Completed,2022-10-08,2023-06-01,50000.0,46663.0,EMP0102,High,Dubai,-3337.0,False,236.0,93.326,Closed,Medium
PRJ0431,Smart Building System - Q4 #431,Engineering,On Hold,2024-09-08,,0.0,0.0,EMP0916,High,Abu Dhabi,0.0,False,,,Pending,Medium
PRJ0432,Compliance Monitoring #432,Operations,In Progress,2024-07-18,,200000.0,130702.0,EMP0142,Critical,Abu Dhabi,-69298.0,False,,65.351,Active,High
PRJ0433,Sentiment Analysis Engine Phase 2 #433,HR,On Hold,2024-04-23,,0.0,0.0,EMP0538,Low,Dubai,0.0,False,,,Pending,Low
PRJ0434,Cloud Migration Phase 1 #434,Marketing,In Progress,2024-02-17,,80000.0,58505.0,EMP0474,Medium,Dubai,-21495.0,False,,73.13125000000001,Active,Low
PRJ0435,Energy Optimisation Platform Phase 2 #435,Digital,Completed,2023-12-08,2024-08-16,80000.0,57138.0,EMP0513,Low,Dubai,-22862.0,False,252.0,71.4225,Closed,Low
PRJ0436,Legacy System Decommission Phase 3 #436,Marketing,In Progress,2022-12-12,,500000.0,314335.0,EMP0444,Medium,Abu Dhabi,-185665.0,False,,62.867,Active,Low
PRJ0437,AI Forecasting Engine Phase 3 #437,Finance,On Hold,,,150000.0,45692.0,EMP0989,Low,Dubai,-104308.0,False,,30.461333333333336,Pending,Low
PRJ0438,AI Forecasting Engine - Q2 #438,Procurement,Completed,2024-11-17,2025-04-13,120000.0,77412.0,EMP0990,Medium,Abu Dhabi,-42588.0,False,147.0,64.51,Closed,Low
PRJ0439,Document Management System #439,Sales,In Progress,2024-11-29,,800000.0,562377.0,EMP0635,Medium,Dubai,-237623.0,False,,70.29712500000001,Active,Low
PRJ0440,Recommendation System Phase 2 #440,Legal,Not Started,,,0.0,0.0,EMP0980,Medium,Sharjah,0.0,False,,,Pending,Low
PRJ0441,Real-time Analytics Engine Phase 3 #441,Legal,In Progress,2023-04-14,,1200000.0,1411032.0,EMP0034,Medium,Dubai,211032.0,True,,117.58599999999998,Active,High
PRJ0442,Data Lake Implementation - Q4 #442,Sales,On Hold,,,600000.0,186020.0,EMP0451,Critical,Dubai,-413980.0,False,,31.00333333333333,Pending,High
PRJ0443,Risk Assessment Framework #443,HR,Completed,2024-02-10,2025-01-11,120000.0,78073.0,EMP0997,Medium,Abu Dhabi,-41927.0,False,336.0,65.06083333333333,Closed,Low
PRJ0444,ERP Consolidation Phase 2 #444,Data Science,On Hold,2024-11-06,,300000.0,31334.0,EMP0382,Medium,Abu Dhabi,-268666.0,False,,10.444666666666668,Pending,Low
PRJ0445,AI Forecasting Engine - Q3 #445,Marketing,In Progress,2022-05-30,,2000000.0,1981562.0,EMP0195,Low,Dubai,-18438.0,False,,99.0781,Active,Medium
PRJ0446,Identity Management Upgrade - Q4 #446,Marketing,On Hold,2024-07-01,,300000.0,51169.0,EMP0736,High,Abu Dhabi,-248831.0,False,,17.056333333333335,Pending,Medium
PRJ0447,Data Lake Implementation Phase 2 #447,IT,Not Started,,,0.0,0.0,EMP0379,High,Ras Al Khaimah,0.0,False,,,Pending,Medium
PRJ0448,Quality Assurance Automation - Q2 #448,Procurement,Completed,2023-05-29,2024-04-12,350000.0,346157.0,EMP0337,Critical,Abu Dhabi,-3843.0,False,319.0,98.902,Closed,High
PRJ0449,Visual Analytics Suite #449,Finance,In Progress,2025-01-22,,2000000.0,1749462.0,EMP0962,High,Abu Dhabi,-250538.0,False,,87.4731,Active,Medium
PRJ0450,Predictive Healthcare #450,HR,On Hold,,,600000.0,140564.0,EMP0557,Medium,Dubai,-459436.0,False,,23.427333333333333,Pending,Low
PRJ0451,Energy Optimisation Platform #451,Marketing,Completed,2024-02-19,2025-05-23,80000.0,94249.0,EMP0070,High,Dubai,14249.0,True,459.0,117.81125,Closed,High
PRJ0452,Citizen Services Portal - Q4 #452,Legal,Completed,2024-06-12,2025-04-26,1200000.0,1237348.0,EMP0174,High,Abu Dhabi,37348.0,True,318.0,103.11233333333334,Closed,High
PRJ0453,Compliance Monitoring - Q2 #453,Procurement,In Progress,2024-12-25,,500000.0,504468.0,EMP0002,Medium,Abu Dhabi,4468.0,True,,100.8936,Active,High
PRJ0454,Smart Building System Phase 3 #454,Engineering,Completed,2022-03-03,2023-04-06,500000.0,526670.0,EMP0440,Medium,Dubai,26670.0,True,399.0,105.334,Closed,High
PRJ0455,Resource Scheduling Tool #455,Engineering,Completed,2022-12-10,2023-07-01,2000000.0,1411088.0,EMP0884,Medium,Abu Dhabi,-588912.0,False,203.0,70.5544,Closed,Low
PRJ0456,Knowledge Management Portal - Q2 #456,Digital,Completed,2023-02-06,2023-06-17,500000.0,547940.0,EMP0725,Medium,Dubai,47940.0,True,131.0,109.588,Closed,High
PRJ0457,Smart Building System Phase 3 #457,Legal,Not Started,,,0.0,0.0,EMP0215,Medium,Sharjah,0.0,False,,,Pending,Low
PRJ0458,Workflow Automation Phase 3 #458,Legal,In Progress,2022-06-13,,500000.0,355980.0,EMP0899,Medium,Ajman,-144020.0,False,,71.196,Active,Low
PRJ0459,Tax Automation Platform Phase 3 #459,Legal,In Progress,2022-12-18,,800000.0,934111.0,EMP0248,Critical,Abu Dhabi,134111.0,True,,116.763875,Active,High
PRJ0460,Compliance Monitoring #460,Operations,Not Started,,,100000.0,0.0,EMP0646,High,Abu Dhabi,-100000.0,False,,0.0,Pending,Medium
PRJ0461,Data Platform Modernisation Phase 3 #461,Legal,On Hold,2023-01-17,,300000.0,98038.0,EMP0921,High,Dubai,-201962.0,False,,32.67933333333333,Pending,Medium
PRJ0462,Predictive Maintenance Phase 2 #462,Finance,Completed,2022-09-03,2024-01-25,2000000.0,2189194.0,EMP0085,Critical,Abu Dhabi,189194.0,True,509.0,109.4597,Closed,High
